Month,Country,revenue,orders,customers,quantity,year,month,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_roll_3,revenue_roll_6
2011-01,Hong Kong,2439.76,1,0,1121,2011,1,1883.65,1685.6499999999999,2396.61,1988.636666666662,
2011-03,Hong Kong,2583.76,1,0,1,2011,3,2439.76,1883.65,1685.6499999999999,2003.0199999999957,
2011-04,Hong Kong,1539.64,1,0,732,2011,4,2583.76,2439.76,1883.65,2302.389999999996,2204.339999999998
2011-05,Hong Kong,1966.16,1,0,1262,2011,5,1539.64,2583.76,2439.76,2187.7199999999953,2088.178333333331
2011-06,Hong Kong,633.96,1,0,537,2011,6,1966.16,1539.64,2583.76,2029.853333333329,2016.436666666664
2011-08,Hong Kong,2813.9500000000003,2,0,736,2011,8,633.96,1966.16,1539.64,1379.9199999999953,1841.1549999999977
2011-09,Hong Kong,2653.95,1,0,1,2011,9,2813.9500000000003,633.96,1966.16,1804.6899999999953,1996.2049999999979
2011-10,Hong Kong,734.52,2,0,382,2011,10,2653.95,2813.9500000000003,633.96,2033.9533333333286,2031.903333333331
2011-11,Hong Kong,326.1,1,0,1,2011,11,734.52,2653.95,2813.9500000000003,2067.4733333333284,1723.6966666666642
2010-10,Iceland,611.53,1,1,509,2010,10,,,,,
2010-12,Iceland,711.79,1,1,319,2010,12,611.53,,,,
2011-01,Iceland,475.39,1,1,315,2011,1,711.79,611.53,,,
2011-04,Iceland,636.25,1,1,483,2011,4,475.39,711.79,611.53,599.5699999999953,
2011-06,Iceland,382.52,1,1,196,2011,6,636.25,475.39,711.79,607.8099999999953,
2011-08,Iceland,584.9100000000001,1,1,277,2011,8,382.52,636.25,475.39,498.05333333332857,
2011-10,Iceland,1294.32,1,1,676,2011,10,584.9100000000001,382.52,636.25,534.5599999999953,567.0649999999976
2011-12,Iceland,224.82,1,1,192,2011,12,1294.32,584.9100000000001,382.52,753.916666666662,680.8633333333308
2010-07,Israel,1950.98,1,1,762,2010,7,,,,,
2010-11,Israel,1248.42,1,1,370,2010,11,1950.98,,,,
2011-01,Israel,379.84000000000003,1,0,100,2011,1,1248.42,1950.98,,,
2011-02,Israel,779.1,1,1,286,2011,2,379.84000000000003,1248.42,1950.98,1193.0799999999954,
2011-04,Israel,110.0,1,0,30,2011,4,779.1,379.84000000000003,1248.42,802.4533333333287,
2011-07,Israel,1430.75,1,1,633,2011,7,110.0,779.1,379.84000000000003,422.9799999999953,
2011-08,Israel,4873.8099999999995,1,1,3028,2011,8,1430.75,110.0,779.1,773.2833333333286,983.1816666666642
2011-09,Israel,423.73,1,0,233,2011,9,4873.8099999999995,1430.75,110.0,2138.1866666666615,1470.3199999999977
2011-10,Israel,138.03,2,1,99,2011,10,423.73,4873.8099999999995,1430.75,2242.7633333333283,1332.8716666666642
2009-12,Italy,422.35,1,1,157,2009,12,,,,,
2010-01,Italy,39.67,1,1,1,2010,1,422.35,,,,
2010-03,Italy,734.22,2,2,499,2010,3,39.67,422.35,,,
2010-04,Italy,1525.85,2,2,890,2010,4,734.22,39.67,422.35,398.74666666666184,
2010-05,Italy,2374.7,4,3,1043,2010,5,1525.85,734.22,39.67,766.579999999995,
2010-06,Italy,267.45,2,2,134,2010,6,2374.7,1525.85,734.22,1544.9233333333284,
2010-09,Italy,1380.56,2,2,1074,2010,9,267.45,2374.7,1525.85,1389.3333333333285,894.0399999999976
2010-10,Italy,5221.42,7,7,2140,2010,10,1380.56,267.45,2374.7,1340.9033333333284,1053.741666666664
2010-11,Italy,2673.16,6,5,1287,2010,11,5221.42,1380.56,267.45,2289.8099999999954,1917.366666666664
2010-12,Italy,811.5,2,2,295,2010,12,2673.16,5221.42,1380.56,3091.713333333328,2240.523333333331
2011-01,Italy,2402.51,3,3,1121,2011,1,811.5,2673.16,5221.42,2902.0266666666616,2121.4649999999974
2011-02,Italy,256.0,1,1,111,2011,2,2402.51,811.5,2673.16,1962.389999999995,2126.0999999999976
2011-03,Italy,1806.81,4,3,688,2011,3,256.0,2402.51,811.5,1156.6699999999953,2124.1916666666643
2011-04,Italy,737.8299999999999,2,2,653,2011,4,1806.81,256.0,2402.51,1488.439999999995,2195.233333333331
2011-05,Italy,587.45,1,1,267,2011,5,737.8299999999999,1806.81,256.0,933.5466666666617,1447.9683333333307
2011-06,Italy,202.07,2,2,55,2011,6,587.45,737.8299999999999,1806.81,1044.0299999999952,1100.3499999999974
2011-07,Italy,147.1,1,1,22,2011,7,202.07,587.45,737.8299999999999,509.1166666666618,998.7783333333308
2011-08,Italy,1990.95,4,3,1147,2011,8,147.1,202.07,587.45,312.2066666666618,622.876666666664
2011-09,Italy,279.8,1,1,48,2011,9,1990.95,147.1,202.07,780.0399999999951,912.0349999999975
2011-10,Italy,3489.69,7,5,1597,2011,10,279.8,1990.95,147.1,805.9499999999952,657.5333333333308
2011-11,Italy,4571.08,9,9,2063,2011,11,3489.69,279.8,1990.95,1920.146666666662,1116.1766666666642
2011-12,Italy,200.45000000000002,1,1,45,2011,12,4571.08,3489.69,279.8,2780.189999999995,1780.1149999999973
2010-01,Japan,2.95,1,1,1,2010,1,,,,,
2010-02,Japan,193.72,2,2,117,2010,2,2.95,,,,
2010-03,Japan,110.4,1,1,48,2010,3,193.72,2.95,,,
2010-06,Japan,594.68,2,2,428,2010,6,110.4,193.72,2.95,102.35666666666212,
2010-07,Japan,1253.3,3,1,726,2010,7,594.68,110.4,193.72,299.5999999999954,
2010-09,Japan,1895.0,1,1,1100,2010,9,1253.3,594.68,110.4,652.7933333333287,
2010-10,Japan,1533.8899999999999,1,1,3199,2010,10,1895.0,1253.3,594.68,1247.6599999999955,675.0083333333308
2010-11,Japan,23.6,3,1,8,2010,11,1533.8899999999999,1895.0,1253.3,1560.7299999999952,930.1649999999973
2010-12,Japan,7705.07,3,3,4093,2010,12,23.6,1533.8899999999999,1895.0,1150.8299999999954,901.8116666666641
2011-02,Japan,5780.8099999999995,2,2,2999,2011,2,7705.07,23.6,1533.8899999999999,3087.5199999999954,2167.5899999999974
2011-03,Japan,48.9,3,3,21,2011,3,5780.8099999999995,7705.07,23.6,4503.159999999995,3031.9449999999974
2011-04,Japan,6548.5,2,2,8058,2011,4,48.9,5780.8099999999995,7705.07,4511.593333333329,2831.2116666666643
2011-05,Japan,1351.45,1,1,743,2011,5,6548.5,48.9,5780.8099999999995,4126.069999999995,3606.794999999997
2011-06,Japan,1607.04,1,1,2256,2011,6,1351.45,6548.5,48.9,2649.616666666662,3576.3883333333306
2011-07,Japan,3854.4,2,2,2328,2011,7,1607.04,1351.45,6548.5,3168.9966666666623,3840.294999999997
2011-09,Japan,112.07999999999998,1,1,144,2011,9,3854.4,1607.04,1351.45,2270.963333333329,3198.516666666664
2011-10,Japan,1948.0400000000002,2,2,1124,2011,10,112.07999999999998,3854.4,1607.04,1857.8399999999956,2253.728333333331
2011-11,Japan,8460.08,2,2,4250,2011,11,1948.0400000000002,112.07999999999998,3854.4,1971.5066666666623,2570.251666666664
2010-09,Korea,168.69000000000003,1,1,102,2010,9,,,,,
2010-11,Korea,949.82,1,1,598,2010,11,168.69000000000003,,,,
2010-09,Lebanon,211.7,1,0,72,2010,9,,,,,
2011-01,Lebanon,1693.88,1,1,386,2011,1,211.7,,,,
2010-07,Lithuania,1706.23,1,1,971,2010,7,,,,,
2010-11,Lithuania,1525.39,1,1,683,2010,11,1706.23,,,,
2010-12,Lithuania,1661.06,4,1,652,2010,12,1525.39,1706.23,,,
2010-02,Malta,1636.38,2,1,606,2010,2,,,,,
2010-08,Malta,3737.12,2,1,943,2010,8,1636.38,,,,
2011-06,Malta,863.16,2,1,402,2011,6,3737.12,1636.38,,,
2011-08,Malta,1119.0,2,2,382,2011,8,863.16,3737.12,1636.38,2078.886666666662,
2011-11,Malta,743.43,1,1,186,2011,11,1119.0,863.16,3737.12,1906.426666666662,
2009-12,Netherlands,15204.73,6,2,10822,2009,12,,,,,
2010-01,Netherlands,29230.77,6,3,20531,2010,1,15204.73,,,,
2010-02,Netherlands,17255.39,8,2,9883,2010,2,29230.77,15204.73,,,
2010-03,Netherlands,24447.98,15,4,16662,2010,3,17255.39,29230.77,15204.73,20563.629999999994,
2010-04,Netherlands,6888.78,10,8,4944,2010,4,24447.98,17255.39,29230.77,23644.71333333333,
2010-05,Netherlands,22416.53,8,6,14910,2010,5,6888.78,24447.98,17255.39,16197.38333333333,
2010-06,Netherlands,24224.51,8,4,15761,2010,6,22416.53,6888.78,24447.98,17917.763333333325,19240.696666666663
2010-07,Netherlands,5534.29,10,8,3410,2010,7,24224.51,22416.53,6888.78,17843.273333333327,20743.993333333332
2010-08,Netherlands,25028.69,10,5,17667,2010,8,5534.29,24224.51,22416.53,17391.77666666666,16794.579999999998
2010-09,Netherlands,45037.14,19,8,29199,2010,9,25028.69,5534.29,24224.51,18262.496666666662,18090.129999999997
2010-10,Netherlands,17265.85,12,4,17628,2010,10,45037.14,25028.69,5534.29,25200.039999999994,21521.656666666666
2010-11,Netherlands,36058.74,22,7,22102,2010,11,17265.85,45037.14,25028.69,29110.559999999998,23251.16833333333
2010-12,Netherlands,8784.48,3,2,6811,2010,12,36058.74,17265.85,45037.14,32787.243333333325,25524.869999999995
2011-01,Netherlands,26611.16,5,2,20417,2011,1,8784.48,36058.74,17265.85,20703.023333333327,22951.531666666662
2011-02,Netherlands,23011.91,5,2,16387,2011,2,26611.16,8784.48,36058.74,23818.12666666666,26464.343333333334
2011-03,Netherlands,22416.489999999998,8,4,14828,2011,3,23011.91,26611.16,8784.48,19469.18333333333,26128.213333333333
2011-04,Netherlands,2976.56,3,1,1768,2011,4,22416.489999999998,23011.91,26611.16,24013.18666666666,22358.104999999996
2011-05,Netherlands,29185.88,11,4,19936,2011,5,2976.56,22416.489999999998,23011.91,16134.986666666662,19976.55666666666
2011-06,Netherlands,26858.09,11,5,19744,2011,6,29185.88,2976.56,22416.489999999998,18192.976666666662,18831.079999999998
2011-07,Netherlands,26.02,1,1,10,2011,7,26858.09,29185.88,2976.56,19673.509999999995,21843.34833333333
2011-08,Netherlands,40327.81,7,1,29300,2011,8,26.02,26858.09,29185.88,18689.996666666662,17412.491666666665
2011-09,Netherlands,26937.26,7,2,17309,2011,9,40327.81,26.02,26858.09,22403.973333333328,20298.474999999995
2011-10,Netherlands,40708.65,15,4,27230,2011,10,26937.26,40327.81,26.02,22430.363333333327,21051.936666666665
2011-11,Netherlands,25874.01,15,4,18663,2011,11,40708.65,26937.26,40327.81,35991.24,27340.618333333332
2011-12,Netherlands,11728.02,3,1,7958,2011,12,25874.01,40708.65,26937.26,31173.30666666666,26788.64
2010-01,Nigeria,27.82,1,1,1,2010,1,,,,,
2010-08,Nigeria,112.57000000000001,1,1,102,2010,8,27.82,,,,
2009-12,Norway,485.31,1,1,182,2009,12,,,,,
2010-03,Norway,13916.34,2,1,2,2010,3,485.31,,,,
2010-08,Norway,152.4,1,1,508,2010,8,13916.34,485.31,,,
2010-09,Norway,973.69,1,1,619,2010,9,152.4,13916.34,485.31,4851.349999999995,
2010-11,Norway,4629.32,4,3,2974,2010,11,973.69,152.4,13916.34,5014.143333333329,
2010-12,Norway,3787.12,2,1,3582,2010,12,4629.32,973.69,152.4,1918.469999999995,
2011-02,Norway,630.9,2,2,295,2011,2,3787.12,4629.32,973.69,3130.043333333329,3990.6966666666644
2011-03,Norway,1265.31,4,1,156,2011,3,630.9,3787.12,4629.32,3015.779999999995,4014.961666666664
2011-06,Norway,5886.860000000001,4,2,2009,2011,6,1265.31,630.9,3787.12,1894.4433333333284,1906.4566666666642
2011-07,Norway,890.0699999999999,1,1,586,2011,7,5886.860000000001,1265.31,630.9,2594.356666666662,2862.1999999999975
2011-08,Norway,2025.81,2,2,636,2011,8,890.0699999999999,5886.860000000001,1265.31,2680.746666666662,2848.263333333331
2011-09,Norway,8678.94,6,5,4655,2011,9,2025.81,890.0699999999999,5886.860000000001,2934.246666666662,2414.3449999999975
2011-10,Norway,3687.23,7,5,1692,2011,10,8678.94,2025.81,890.0699999999999,3864.939999999995,3229.648333333331
2011-11,Norway,6527.5,5,5,3406,2011,11,3687.23,8678.94,2025.81,4797.326666666661,3739.0366666666646
2011-12,Norway,2785.7000000000003,3,2,2319,2011,12,6527.5,3687.23,8678.94,6297.889999999995,4616.068333333332
2009-12,Poland,371.82,1,1,266,2009,12,,,,,
2010-03,Poland,318.86,1,1,194,2010,3,371.82,,,,
2010-06,Poland,556.16,1,1,282,2010,6,318.86,371.82,,,
2010-07,Poland,374.75,1,1,143,2010,7,556.16,318.86,371.82,415.61333333332846,
2010-08,Poland,527.4399999999999,1,1,320,2010,8,374.75,556.16,318.86,416.58999999999514,
2010-09,Poland,349.47,2,2,231,2010,9,527.4399999999999,374.75,556.16,486.1166666666618,
2010-11,Poland,821.14,2,2,568,2010,11,349.47,527.4399999999999,374.75,417.2199999999951,416.41666666666424
2010-12,Poland,248.16,1,1,140,2010,12,821.14,349.47,527.4399999999999,566.0166666666618,491.30333333333084
2011-01,Poland,613.22,1,1,288,2011,1,248.16,821.14,349.47,472.92333333332857,479.51999999999754
2011-02,Poland,604.05,2,2,297,2011,2,613.22,248.16,821.14,560.8399999999951,489.02999999999764
2011-03,Poland,317.78,1,1,162,2011,3,604.05,613.22,248.16,488.47666666666174,527.2466666666643
2011-04,Poland,705.8399999999999,1,1,432,2011,4,317.78,604.05,613.22,511.6833333333284,492.30333333333095
2011-05,Poland,1522.37,3,3,616,2011,5,705.8399999999999,317.78,604.05,542.5566666666617,551.6983333333309
2011-06,Poland,343.65000000000003,2,2,81,2011,6,1522.37,705.8399999999999,317.78,848.6633333333284,668.5699999999975
2011-07,Poland,687.3,2,2,288,2011,7,343.65000000000003,1522.37,705.8399999999999,857.2866666666619,684.4849999999975
2011-08,Poland,401.8,2,2,186,2011,8,687.3,343.65000000000003,1522.37,851.1066666666617,696.8316666666642
2011-09,Poland,529.25,2,2,253,2011,9,401.8,687.3,343.65000000000003,477.5833333333285,663.1233333333308
2011-11,Poland,1361.23,2,2,941,2011,11,529.25,401.8,687.3,539.4499999999952,698.3683333333307
2009-12,Portugal,2821.58,2,2,1575,2009,12,,,,,
2010-01,Portugal,117.72,1,1,1,2010,1,2821.58,,,,
2010-02,Portugal,458.83000000000004,3,2,245,2010,2,117.72,2821.58,,,
2010-03,Portugal,2519.05,2,2,1349,2010,3,458.83000000000004,117.72,2821.58,1132.7099999999953,
2010-04,Portugal,85.53999999999999,1,1,46,2010,4,2519.05,458.83000000000004,117.72,1031.866666666662,
2010-05,Portugal,757.2,2,2,216,2010,5,85.53999999999999,2519.05,458.83000000000004,1021.1399999999953,
2010-06,Portugal,3668.46,4,4,1632,2010,6,757.2,85.53999999999999,2519.05,1120.5966666666618,1126.653333333331
2010-07,Portugal,288.1,1,1,72,2010,7,3668.46,757.2,85.53999999999999,1503.7333333333283,1267.7999999999977
2010-08,Portugal,463.21999999999997,2,2,189,2010,8,288.1,3668.46,757.2,1571.2533333333286,1296.1966666666642
2010-09,Portugal,2964.58,6,4,1795,2010,9,463.21999999999997,288.1,3668.46,1473.259999999995,1296.9283333333308
2010-10,Portugal,2978.23,5,5,2224,2010,10,2964.58,463.21999999999997,288.1,1238.6333333333284,1371.183333333331
2010-11,Portugal,5482.52,8,5,2147,2010,11,2978.23,2964.58,463.21999999999997,2135.3433333333287,1853.2983333333311
2010-12,Portugal,2439.9700000000003,6,6,984,2010,12,5482.52,2978.23,2964.58,3808.443333333329,2640.851666666664
2011-01,Portugal,4055.71,4,4,2094,2011,1,2439.9700000000003,5482.52,2978.23,3633.5733333333287,2436.103333333331
2011-02,Portugal,1213.9,2,2,558,2011,2,4055.71,2439.9700000000003,5482.52,3992.7333333333286,3064.0383333333307
2011-03,Portugal,2660.85,5,4,1626,2011,3,1213.9,4055.71,2439.9700000000003,2569.8599999999956,3189.1516666666644
2011-04,Portugal,1687.75,2,2,951,2011,4,2660.85,1213.9,4055.71,2643.486666666662,3138.5299999999975
2011-05,Portugal,4202.2300000000005,5,1,315,2011,5,1687.75,2660.85,1213.9,1854.1666666666622,2923.4499999999975
2011-06,Portugal,884.46,3,3,421,2011,6,4202.2300000000005,1687.75,2660.85,2850.2766666666625,2710.0683333333313
2011-07,Portugal,2287.85,3,3,1436,2011,7,884.46,4202.2300000000005,1687.75,2258.1466666666624,2450.8166666666643
2011-08,Portugal,1221.4,1,1,1026,2011,8,2287.85,884.46,4202.2300000000005,2458.1799999999953,2156.173333333331
2011-09,Portugal,1433.22,3,3,899,2011,9,1221.4,2287.85,884.46,1464.5699999999954,2157.423333333331
2011-10,Portugal,6206.67,10,5,3286,2011,10,1433.22,1221.4,2287.85,1647.4899999999955,1952.818333333331
2011-11,Portugal,2644.9,10,7,1093,2011,11,6206.67,1433.22,1221.4,2953.763333333329,2705.971666666664
2011-12,Portugal,2808.19,4,4,1569,2011,12,2644.9,6206.67,1433.22,3428.263333333329,2446.4166666666642
2010-02,RSA,931.43,1,1,591,2010,2,,,,,
2010-10,RSA,1435.29,1,0,1027,2010,10,931.43,,,,
2010-11,RSA,1435.29,1,0,1,2010,11,1435.29,931.43,,,
2011-10,RSA,1002.3100000000001,1,1,351,2011,10,1435.29,1435.29,931.43,1267.336666666662,
2011-02,Saudi Arabia,145.92,1,1,80,2011,2,,,,,
2010-04,Singapore,1252.95,1,1,509,2010,4,,,,,
2010-09,Singapore,2784.82,3,1,1244,2010,9,1252.95,,,,
2011-01,Singapore,2053.07,1,1,1091,2011,1,2784.82,1252.95,,,
2011-04,Singapore,8209.58,3,1,1389,2011,4,2053.07,2784.82,1252.95,2030.2799999999954,
2011-07,Singapore,3949.32,1,1,2160,2011,7,8209.58,2053.07,2784.82,4349.156666666662,
2011-10,Singapore,7067.32,2,1,601,2011,10,3949.32,8209.58,2053.07,4737.323333333329,
2009-12,Spain,7950.18,5,4,3279,2009,12,,,,,
2010-01,Spain,4181.24,9,6,1194,2010,1,7950.18,,,,
2010-02,Spain,554.04,4,3,279,2010,2,4181.24,7950.18,,,
2010-03,Spain,1680.52,6,4,1043,2010,3,554.04,4181.24,7950.18,4228.486666666661,
2010-04,Spain,833.98,2,2,490,2010,4,1680.52,554.04,4181.24,2138.599999999995,
2010-05,Spain,2854.58,5,3,1498,2010,5,833.98,1680.52,554.04,1022.8466666666618,
2010-06,Spain,2332.2,2,2,884,2010,6,2854.58,833.98,1680.52,1789.6933333333284,3009.089999999998
2010-07,Spain,1134.81,3,3,806,2010,7,2332.2,2854.58,833.98,2006.9199999999953,2072.7599999999975
2010-08,Spain,1299.99,5,4,675,2010,8,1134.81,2332.2,2854.58,2107.1966666666617,1565.021666666664
2010-09,Spain,3770.45,6,6,2325,2010,9,1299.99,1134.81,2332.2,1588.9999999999952,1689.3466666666643
2010-10,Spain,14088.5,10,8,6948,2010,10,3770.45,1299.99,1134.81,2068.416666666662,2037.668333333331
2010-11,Spain,6126.21,7,6,2968,2010,11,14088.5,3770.45,1299.99,6386.313333333329,4246.754999999997
2010-12,Spain,1843.73,4,4,867,2010,12,6126.21,14088.5,3770.45,7995.053333333329,4792.026666666664
2011-01,Spain,10086.09,8,7,3845,2011,1,1843.73,6126.21,14088.5,7352.813333333328,4710.614999999997
2011-02,Spain,2114.5,4,4,870,2011,2,10086.09,1843.73,6126.21,6018.676666666662,6202.494999999998
2011-03,Spain,5363.15,8,8,2545,2011,3,2114.5,10086.09,1843.73,4681.439999999996,6338.246666666665
2011-04,Spain,1785.65,3,3,953,2011,4,5363.15,2114.5,10086.09,5854.5799999999945,6603.696666666663
2011-05,Spain,3257.6,4,3,1468,2011,5,1785.65,5363.15,2114.5,3087.7666666666614,4553.2216666666645
2011-06,Spain,3333.21,8,8,1538,2011,6,3257.6,1785.65,5363.15,3468.799999999995,4075.1199999999976
2011-07,Spain,7624.92,9,7,3438,2011,7,3333.21,3257.6,1785.65,2792.153333333328,4323.366666666664
2011-08,Spain,3346.91,10,6,1600,2011,8,7624.92,3333.21,3257.6,4738.576666666661,3913.171666666664
2011-09,Spain,5189.24,8,6,2683,2011,9,3346.91,7624.92,3333.21,4768.346666666662,4118.573333333331
2011-10,Spain,8636.94,8,7,4352,2011,10,5189.24,3346.91,7624.92,5387.023333333328,4089.5883333333313
2011-11,Spain,8678.96,14,12,3507,2011,11,8636.94,5189.24,3346.91,5724.363333333328,5231.4699999999975
2011-12,Spain,316.21,2,2,274,2011,12,8678.96,8636.94,5189.24,7501.713333333329,6135.029999999998
2009-12,Sweden,285.29999999999995,1,1,174,2009,12,,,,,
2010-01,Sweden,1680.15,3,2,1537,2010,1,285.29999999999995,,,,
2010-02,Sweden,8202.58,7,3,8497,2010,2,1680.15,285.29999999999995,,,
2010-03,Sweden,1691.58,6,4,698,2010,3,8202.58,1680.15,285.29999999999995,3389.3433333333287,
2010-04,Sweden,17698.12,16,3,18648,2010,4,1691.58,8202.58,1680.15,3858.103333333329,
2010-05,Sweden,3556.7599999999998,10,1,6084,2010,5,17698.12,1691.58,8202.58,9197.42666666666,
2010-06,Sweden,914.3000000000001,2,2,467,2010,6,3556.7599999999998,17698.12,1691.58,7648.819999999993,5519.081666666664
2010-07,Sweden,2590.78,2,2,2513,2010,7,914.3000000000001,3556.7599999999998,17698.12,7389.726666666662,5623.914999999997
2010-08,Sweden,2702.94,5,2,1827,2010,8,2590.78,914.3000000000001,3556.7599999999998,2353.9466666666617,5775.686666666664
2010-09,Sweden,2899.56,4,3,3526,2010,9,2702.94,2590.78,914.3000000000001,2069.339999999995,4859.079999999997
2010-10,Sweden,9369.41,8,6,7814,2010,10,2899.56,2702.94,2590.78,2731.0933333333287,5060.409999999997
2010-11,Sweden,1933.91,5,3,782,2010,11,9369.41,2899.56,2702.94,4990.636666666662,3672.2916666666642
2010-12,Sweden,3834.2999999999997,2,1,3954,2010,12,1933.91,9369.41,2899.56,4734.2933333333285,3401.8166666666643
2011-01,Sweden,3486.32,2,2,3097,2011,1,3834.2999999999997,1933.91,9369.41,5045.873333333328,3888.4833333333304
2011-02,Sweden,509.5,1,1,250,2011,2,3486.32,3834.2999999999997,1933.91,3084.8433333333287,4037.7399999999975
2011-03,Sweden,4720.58,3,2,5407,2011,3,509.5,3486.32,3834.2999999999997,2610.0399999999954,3672.1666666666642
2011-04,Sweden,809.1,2,2,310,2011,4,4720.58,509.5,3486.32,2905.466666666662,3975.669999999998
2011-05,Sweden,2681.98,3,2,2833,2011,5,809.1,4720.58,509.5,2013.0599999999956,2548.9516666666646
2011-06,Sweden,832.0,3,3,404,2011,6,2681.98,809.1,4720.58,2737.2199999999953,2673.629999999998
2011-07,Sweden,6802.09,3,2,6006,2011,7,832.0,2681.98,809.1,1441.0266666666619,2173.246666666664
2011-08,Sweden,1400.8600000000001,5,4,1314,2011,8,6802.09,832.0,2681.98,3438.689999999995,2725.8749999999977
2011-09,Sweden,4575.21,3,3,4344,2011,9,1400.8600000000001,6802.09,832.0,3011.6499999999955,2874.4349999999977
2011-10,Sweden,5766.16,3,2,6151,2011,10,4575.21,1400.8600000000001,6802.09,4259.386666666662,2850.2066666666638
2011-11,Sweden,2722.23,5,5,1973,2011,11,5766.16,4575.21,1400.8600000000001,3914.076666666662,3676.383333333331
2011-12,Sweden,238.0,1,1,40,2011,12,2722.23,5766.16,4575.21,4354.533333333328,3683.091666666664
2009-12,Switzerland,589.4,1,1,220,2009,12,,,,,
2010-02,Switzerland,477.68,1,1,306,2010,2,589.4,,,,
2010-03,Switzerland,951.62,3,2,454,2010,3,477.68,589.4,,,
2010-04,Switzerland,1939.76,2,2,1201,2010,4,951.62,477.68,589.4,672.8999999999952,
2010-05,Switzerland,9825.16,6,5,5947,2010,5,1939.76,951.62,477.68,1123.0199999999952,
2010-06,Switzerland,2362.47,2,2,1882,2010,6,9825.16,1939.76,951.62,4238.846666666662,
2010-07,Switzerland,743.99,5,3,507,2010,7,2362.47,9825.16,1939.76,4709.129999999996,2691.0149999999976
2010-08,Switzerland,2053.05,3,3,1062,2010,8,743.99,2362.47,9825.16,4310.539999999995,2716.7799999999975
2010-09,Switzerland,2474.44,4,3,1356,2010,9,2053.05,743.99,2362.47,1719.8366666666625,2979.341666666665
2010-10,Switzerland,8629.69,6,6,4611,2010,10,2474.44,2053.05,743.99,1757.159999999996,3233.144999999998
2010-11,Switzerland,13570.73,6,5,4599,2010,11,8629.69,2474.44,2053.05,4385.726666666663,4348.133333333331
2010-12,Switzerland,1304.92,2,2,714,2010,12,13570.73,8629.69,2474.44,8224.95333333333,4972.394999999998
2011-01,Switzerland,4231.23,3,3,2993,2011,1,1304.92,13570.73,8629.69,7835.113333333328,4796.1366666666645
2011-02,Switzerland,2654.92,5,4,1107,2011,2,4231.23,1304.92,13570.73,6368.9599999999955,5377.343333333331
2011-03,Switzerland,1870.23,3,3,986,2011,3,2654.92,4231.23,1304.92,2730.3566666666625,5477.654999999998
2011-04,Switzerland,2076.94,4,2,886,2011,4,1870.23,2654.92,4231.23,2918.793333333329,5376.953333333331
2011-05,Switzerland,3610.0099999999998,3,3,2249,2011,5,2076.94,1870.23,2654.92,2200.6966666666626,4284.82833333333
2011-06,Switzerland,7904.15,4,4,3970,2011,6,3610.0099999999998,2076.94,1870.23,2519.059999999996,2624.7083333333308
2011-07,Switzerland,3998.61,6,4,1828,2011,7,7904.15,3610.0099999999998,2076.94,4530.366666666662,3724.5799999999977
2011-08,Switzerland,4969.89,3,3,2998,2011,8,3998.61,7904.15,3610.0099999999998,5170.9233333333295,3685.8099999999977
2011-09,Switzerland,8284.86,7,5,4255,2011,9,4969.89,3998.61,7904.15,5624.216666666663,4071.638333333331
2011-10,Switzerland,8065.18,8,5,4866,2011,10,8284.86,4969.89,3998.61,5751.119999999995,5140.743333333331
2011-11,Switzerland,8118.96,6,4,3777,2011,11,8065.18,8284.86,4969.89,7106.643333333329,6138.78333333333
2010-06,Thailand,1956.84,1,1,2028,2010,6,,,,,
2010-07,Thailand,1113.7,1,1,524,2010,7,1956.84,,,,
2009-12,USA,141.0,1,1,1,2009,12,,,,,
2010-01,USA,2289.59,5,2,1344,2010,1,141.0,,,,
2010-05,USA,416.31,2,1,413,2010,5,2289.59,141.0,,,
2010-06,USA,896.0699999999999,4,2,551,2010,6,416.31,2289.59,141.0,948.9666666666625,
2010-07,USA,508.1,1,1,134,2010,7,896.0699999999999,416.31,2289.59,1200.6566666666624,
2010-10,USA,132.8,1,1,129,2010,10,508.1,896.0699999999999,416.31,606.8266666666624,
2010-11,USA,402.59999999999997,1,1,234,2010,11,132.8,508.1,896.0699999999999,512.3233333333291,730.6449999999976
2011-04,USA,383.95,1,1,137,2011,4,402.59999999999997,132.8,508.1,347.8333333333291,774.2449999999976
2011-10,USA,2311.2,2,2,1717,2011,10,383.95,402.59999999999997,132.8,306.4499999999957,456.6383333333309
2011-12,USA,885.24,2,2,604,2011,12,2311.2,383.95,402.59999999999997,1032.5833333333292,772.4533333333308
2009-12,United Arab Emirates,517.7,1,1,520,2009,12,,,,,
2010-02,United Arab Emirates,2822.0,4,1,1723,2010,2,517.7,,,,
2010-03,United Arab Emirates,1201.52,1,1,1359,2010,3,2822.0,517.7,,,
2010-08,United Arab Emirates,2047.28,1,1,1364,2010,8,1201.52,2822.0,517.7,1513.7399999999955,
2010-09,United Arab Emirates,383.24,2,0,557,2010,9,2047.28,1201.52,2822.0,2023.5999999999958,
2010-10,United Arab Emirates,509.92,2,1,351,2010,10,383.24,2047.28,1201.52,1210.6799999999957,
2010-11,United Arab Emirates,1713.69,2,1,465,2010,11,509.92,383.24,2047.28,980.1466666666624,1246.9433333333309
2011-02,United Arab Emirates,889.24,1,1,496,2011,2,1713.69,509.92,383.24,868.9499999999958,1446.2749999999978
